date,datetime,cash_type,card,money,coffee_name
20/11/2024,5:49:52 PM,card,ANON-0000-0000-0931,35.76,Cappuccino
20/11/2024,5:50:50 PM,card,ANON-0000-0000-0931,35.76,Hot Chocolate
21/11/2024,11:06:11 AM,card,ANON-0000-0000-0141,25.96,Cortado
21/11/2024,12:33:36 PM,card,ANON-0000-0000-0906,35.76,Latte
21/11/2024,12:59:45 PM,card,ANON-0000-0000-0903,35.76,Cocoa
21/11/2024,1:00:47 PM,card,ANON-0000-0000-0932,35.76,Cocoa
21/11/2024,4:14:14 PM,card,ANON-0000-0000-0906,35.76,Latte
21/11/2024,5:35:27 PM,card,ANON-0000-0000-0933,30.86,Americano with Milk
21/11/2024,5:39:23 PM,card,ANON-0000-0000-0934,25.96,Cortado
21/11/2024,7:01:03 PM,card,ANON-0000-0000-0935,35.76,Hot Chocolate
22/11/2024,7:50:36 AM,card,ANON-0000-0000-0906,35.76,Latte
22/11/2024,10:03:43 AM,card,ANON-0000-0000-0696,35.76,Cappuccino
22/11/2024,11:02:32 AM,card,ANON-0000-0000-0936,35.76,Latte
22/11/2024,11:24:26 AM,card,ANON-0000-0000-0937,35.76,Cocoa
22/11/2024,4:33:05 PM,card,ANON-0000-0000-0938,35.76,Hot Chocolate
22/11/2024,4:33:50 PM,card,ANON-0000-0000-0938,35.76,Latte
23/11/2024,9:10:46 AM,card,ANON-0000-0000-0543,25.96,Cortado
23/11/2024,9:11:49 AM,card,ANON-0000-0000-0543,25.96,Cortado
23/11/2024,10:05:16 AM,card,ANON-0000-0000-0683,35.76,Latte
23/11/2024,11:03:00 AM,card,ANON-0000-0000-0172,35.76,Cappuccino
23/11/2024,11:09:28 AM,card,ANON-0000-0000-0939,25.96,Americano
23/11/2024,11:10:26 AM,card,ANON-0000-0000-0939,25.96,Americano
23/11/2024,11:41:27 AM,card,ANON-0000-0000-0494,35.76,Hot Chocolate
23/11/2024,10:37:04 PM,card,ANON-0000-0000-0940,35.76,Latte
24/11/2024,8:17:07 AM,card,ANON-0000-0000-0570,35.76,Latte
25/11/2024,7:49:18 AM,card,ANON-0000-0000-0696,35.76,Cappuccino
25/11/2024,7:54:24 AM,card,ANON-0000-0000-0941,35.76,Latte
25/11/2024,9:12:21 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
25/11/2024,10:38:08 AM,card,ANON-0000-0000-0141,25.96,Cortado
25/11/2024,12:50:58 PM,card,ANON-0000-0000-0942,35.76,Latte
25/11/2024,12:52:41 PM,card,ANON-0000-0000-0943,35.76,Latte
25/11/2024,4:30:56 PM,card,ANON-0000-0000-0871,35.76,Hot Chocolate
25/11/2024,7:01:59 PM,card,ANON-0000-0000-0944,30.86,Americano with Milk
25/11/2024,7:37:58 PM,card,ANON-0000-0000-0945,35.76,Hot Chocolate
25/11/2024,9:42:15 PM,card,ANON-0000-0000-0637,35.76,Hot Chocolate
25/11/2024,9:43:00 PM,card,ANON-0000-0000-0637,35.76,Cappuccino
26/11/2024,7:54:38 AM,card,ANON-0000-0000-0570,35.76,Latte
26/11/2024,11:02:56 AM,card,ANON-0000-0000-0903,35.76,Cocoa
26/11/2024,11:03:47 AM,card,ANON-0000-0000-0946,25.96,Americano
26/11/2024,11:06:09 AM,card,ANON-0000-0000-0947,35.76,Cocoa
26/11/2024,11:07:10 AM,card,ANON-0000-0000-0947,35.76,Cocoa
26/11/2024,4:03:54 PM,card,ANON-0000-0000-0948,35.76,Latte
26/11/2024,4:05:01 PM,card,ANON-0000-0000-0949,35.76,Latte
26/11/2024,5:11:38 PM,card,ANON-0000-0000-0950,25.96,Americano
26/11/2024,5:12:34 PM,card,ANON-0000-0000-0950,30.86,Americano with Milk
26/11/2024,7:47:25 PM,card,ANON-0000-0000-0951,35.76,Cocoa
28/11/2024,8:41:17 AM,card,ANON-0000-0000-0952,35.76,Cappuccino
28/11/2024,9:14:01 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
28/11/2024,8:24:42 PM,card,ANON-0000-0000-0012,30.86,Americano with Milk
28/11/2024,8:25:46 PM,card,ANON-0000-0000-0019,35.76,Latte
28/11/2024,8:55:00 PM,card,ANON-0000-0000-0507,35.76,Latte
28/11/2024,10:00:16 PM,card,ANON-0000-0000-0748,35.76,Cappuccino
29/11/2024,7:53:16 AM,card,ANON-0000-0000-0696,35.76,Cocoa
29/11/2024,7:57:42 AM,card,ANON-0000-0000-0570,35.76,Latte
29/11/2024,9:07:32 AM,card,ANON-0000-0000-0385,30.86,Americano with Milk
29/11/2024,9:08:30 AM,card,ANON-0000-0000-0385,30.86,Americano with Milk
29/11/2024,3:18:07 PM,card,ANON-0000-0000-0953,30.86,Americano with Milk
29/11/2024,3:19:20 PM,card,ANON-0000-0000-0954,35.76,Latte
29/11/2024,8:57:55 PM,card,ANON-0000-0000-0955,35.76,Cocoa
30/11/2024,12:58:12 PM,card,ANON-0000-0000-0570,35.76,Cocoa
30/11/2024,2:04:56 PM,card,ANON-0000-0000-0956,25.96,Americano
30/11/2024,2:05:58 PM,card,ANON-0000-0000-0956,35.76,Hot Chocolate
30/11/2024,2:16:52 PM,card,ANON-0000-0000-0494,35.76,Cocoa
30/11/2024,3:33:44 PM,card,ANON-0000-0000-0097,30.86,Americano with Milk
30/11/2024,10:03:48 PM,card,ANON-0000-0000-0957,30.86,Americano with Milk
01/12/2024,10:15:32 AM,card,ANON-0000-0000-0040,30.86,Americano with Milk
01/12/2024,10:16:32 AM,card,ANON-0000-0000-0040,30.86,Americano with Milk
01/12/2024,10:22:47 AM,card,ANON-0000-0000-0385,30.86,Americano with Milk
01/12/2024,2:34:23 PM,card,ANON-0000-0000-0958,30.86,Americano with Milk
01/12/2024,3:09:13 PM,card,ANON-0000-0000-0959,35.76,Cocoa
01/12/2024,3:09:57 PM,card,ANON-0000-0000-0959,35.76,Cocoa
01/12/2024,3:43:02 PM,card,ANON-0000-0000-0960,35.76,Cappuccino
01/12/2024,3:56:31 PM,card,ANON-0000-0000-0961,35.76,Latte
01/12/2024,3:57:49 PM,card,ANON-0000-0000-0962,35.76,Latte
01/12/2024,4:32:59 PM,card,ANON-0000-0000-0963,35.76,Latte
01/12/2024,4:34:30 PM,card,ANON-0000-0000-0964,35.76,Latte
01/12/2024,5:10:24 PM,card,ANON-0000-0000-0965,30.86,Americano with Milk
01/12/2024,5:11:32 PM,card,ANON-0000-0000-0965,30.86,Americano with Milk
01/12/2024,6:38:29 PM,card,ANON-0000-0000-0966,30.86,Americano with Milk
02/12/2024,7:50:37 AM,card,ANON-0000-0000-0696,35.76,Latte
02/12/2024,7:51:59 AM,card,ANON-0000-0000-0967,25.96,Americano
02/12/2024,8:21:30 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
02/12/2024,8:53:14 AM,card,ANON-0000-0000-0968,35.76,Cocoa
02/12/2024,11:04:25 AM,card,ANON-0000-0000-0141,25.96,Cortado
02/12/2024,3:28:24 PM,card,ANON-0000-0000-0969,21.06,Espresso
02/12/2024,4:12:24 PM,card,ANON-0000-0000-0970,35.76,Cappuccino
02/12/2024,5:34:22 PM,card,ANON-0000-0000-0971,25.96,Americano
02/12/2024,6:00:32 PM,card,ANON-0000-0000-0972,35.76,Cappuccino
03/12/2024,8:11:19 AM,card,ANON-0000-0000-0570,35.76,Latte
03/12/2024,9:23:31 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
03/12/2024,9:24:27 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
03/12/2024,11:17:58 AM,card,ANON-0000-0000-0973,25.96,Americano
03/12/2024,11:42:08 AM,card,ANON-0000-0000-0974,30.86,Americano with Milk
03/12/2024,11:43:16 AM,card,ANON-0000-0000-0819,30.86,Americano with Milk
03/12/2024,11:45:54 AM,card,ANON-0000-0000-0819,30.86,Americano with Milk
03/12/2024,8:50:56 PM,card,ANON-0000-0000-0975,35.76,Cocoa
03/12/2024,9:33:17 PM,card,ANON-0000-0000-0685,35.76,Latte
03/12/2024,9:34:13 PM,card,ANON-0000-0000-0685,35.76,Cappuccino
03/12/2024,9:35:19 PM,card,ANON-0000-0000-0685,35.76,Hot Chocolate
03/12/2024,10:19:14 PM,card,ANON-0000-0000-0976,30.86,Americano with Milk
03/12/2024,10:21:42 PM,card,ANON-0000-0000-0206,35.76,Cappuccino
04/12/2024,8:32:48 AM,card,ANON-0000-0000-0141,25.96,Cortado
04/12/2024,8:50:30 AM,card,ANON-0000-0000-0977,35.76,Latte
04/12/2024,8:52:15 AM,card,ANON-0000-0000-0978,35.76,Latte
04/12/2024,9:04:14 AM,card,ANON-0000-0000-0979,25.96,Americano
04/12/2024,10:23:01 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
04/12/2024,10:24:08 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
04/12/2024,10:26:58 AM,card,ANON-0000-0000-0980,30.86,Americano with Milk
04/12/2024,10:29:48 AM,card,ANON-0000-0000-0783,35.76,Hot Chocolate
04/12/2024,11:45:58 AM,card,ANON-0000-0000-0981,30.86,Americano with Milk
04/12/2024,2:33:55 PM,card,ANON-0000-0000-0982,35.76,Hot Chocolate
05/12/2024,8:53:48 AM,card,ANON-0000-0000-0983,25.96,Americano
05/12/2024,9:20:29 AM,card,ANON-0000-0000-0141,25.96,Cortado
05/12/2024,10:02:51 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
05/12/2024,10:05:06 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
05/12/2024,11:31:58 AM,card,ANON-0000-0000-0579,35.76,Latte
05/12/2024,11:50:45 AM,card,ANON-0000-0000-0984,25.96,Americano
05/12/2024,2:30:58 PM,card,ANON-0000-0000-0985,35.76,Cappuccino
05/12/2024,3:21:19 PM,card,ANON-0000-0000-0906,35.76,Latte
05/12/2024,4:02:10 PM,card,ANON-0000-0000-0771,35.76,Latte
06/12/2024,11:42:18 AM,card,ANON-0000-0000-0906,35.76,Latte
06/12/2024,4:31:58 PM,card,ANON-0000-0000-0938,35.76,Hot Chocolate
06/12/2024,10:30:33 PM,card,ANON-0000-0000-0731,35.76,Latte
06/12/2024,10:31:30 PM,card,ANON-0000-0000-0731,35.76,Hot Chocolate
07/12/2024,11:17:10 AM,card,ANON-0000-0000-0986,30.86,Americano with Milk
07/12/2024,2:16:43 PM,card,ANON-0000-0000-0987,25.96,Americano
07/12/2024,3:44:05 PM,card,ANON-0000-0000-0409,35.76,Latte
07/12/2024,7:11:13 PM,card,ANON-0000-0000-0206,35.76,Cappuccino
07/12/2024,10:00:10 PM,card,ANON-0000-0000-0988,30.86,Americano with Milk
07/12/2024,10:28:17 PM,card,ANON-0000-0000-0989,25.96,Americano
08/12/2024,8:29:25 AM,card,ANON-0000-0000-0141,25.96,Cortado
08/12/2024,10:42:38 AM,card,ANON-0000-0000-0787,35.76,Latte
08/12/2024,10:43:43 AM,card,ANON-0000-0000-0787,35.76,Cappuccino
08/12/2024,12:51:41 PM,card,ANON-0000-0000-0990,25.96,Cortado
08/12/2024,1:02:36 PM,card,ANON-0000-0000-0991,30.86,Americano with Milk
08/12/2024,1:03:39 PM,card,ANON-0000-0000-0991,30.86,Americano with Milk
08/12/2024,5:26:29 PM,card,ANON-0000-0000-0206,35.76,Cappuccino
08/12/2024,6:41:49 PM,card,ANON-0000-0000-0992,21.06,Espresso
08/12/2024,8:47:19 PM,card,ANON-0000-0000-0097,35.76,Cappuccino
08/12/2024,9:28:30 PM,card,ANON-0000-0000-0993,30.86,Americano with Milk
08/12/2024,9:41:24 PM,card,ANON-0000-0000-0976,30.86,Americano with Milk
09/12/2024,8:32:41 AM,card,ANON-0000-0000-0994,35.76,Cappuccino
09/12/2024,9:12:25 AM,card,ANON-0000-0000-0995,25.96,Americano
09/12/2024,9:33:57 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
09/12/2024,1:00:55 PM,card,ANON-0000-0000-0802,25.96,Cortado
09/12/2024,9:21:51 PM,card,ANON-0000-0000-0996,35.76,Cocoa
10/12/2024,12:25:50 PM,card,ANON-0000-0000-0141,25.96,Cortado
10/12/2024,6:21:58 PM,card,ANON-0000-0000-0938,35.76,Hot Chocolate
11/12/2024,7:49:46 AM,card,ANON-0000-0000-0570,35.76,Latte
11/12/2024,10:45:48 AM,card,ANON-0000-0000-0141,25.96,Cortado
11/12/2024,12:13:06 PM,card,ANON-0000-0000-0997,35.76,Hot Chocolate
11/12/2024,12:56:48 PM,card,ANON-0000-0000-0998,21.06,Espresso
11/12/2024,5:59:25 PM,card,ANON-0000-0000-0999,35.76,Cocoa
11/12/2024,9:01:08 PM,card,ANON-0000-0000-0690,35.76,Latte
11/12/2024,9:18:17 PM,card,ANON-0000-0000-1000,35.76,Latte
12/12/2024,7:58:31 AM,card,ANON-0000-0000-1001,30.86,Americano with Milk
12/12/2024,12:49:24 PM,card,ANON-0000-0000-1002,25.96,Americano
12/12/2024,4:55:02 PM,card,ANON-0000-0000-1003,21.06,Espresso
12/12/2024,4:55:49 PM,card,ANON-0000-0000-1003,21.06,Espresso
12/12/2024,4:57:01 PM,card,ANON-0000-0000-1003,25.96,Americano
12/12/2024,7:50:01 PM,card,ANON-0000-0000-0922,35.76,Cocoa
12/12/2024,7:50:58 PM,card,ANON-0000-0000-0922,35.76,Cocoa
13/12/2024,12:27:25 PM,card,ANON-0000-0000-1004,25.96,Americano
13/12/2024,12:53:06 PM,card,ANON-0000-0000-1003,25.96,Americano
13/12/2024,12:54:40 PM,card,ANON-0000-0000-1003,35.76,Hot Chocolate
13/12/2024,2:01:58 PM,card,ANON-0000-0000-1005,35.76,Hot Chocolate
13/12/2024,4:23:24 PM,card,ANON-0000-0000-0494,35.76,Cocoa
13/12/2024,7:19:04 PM,card,ANON-0000-0000-0876,35.76,Cappuccino
13/12/2024,7:20:10 PM,card,ANON-0000-0000-0876,35.76,Cappuccino
13/12/2024,9:35:42 PM,card,ANON-0000-0000-0748,35.76,Latte
14/12/2024,8:27:32 AM,card,ANON-0000-0000-1006,30.86,Americano with Milk
14/12/2024,9:03:06 AM,card,ANON-0000-0000-1007,35.76,Cocoa
14/12/2024,11:41:58 AM,card,ANON-0000-0000-0664,35.76,Cappuccino
14/12/2024,1:19:07 PM,card,ANON-0000-0000-1008,25.96,Americano
14/12/2024,1:20:09 PM,card,ANON-0000-0000-1008,35.76,Latte
14/12/2024,4:10:30 PM,card,ANON-0000-0000-0612,35.76,Cocoa
14/12/2024,4:29:59 PM,card,ANON-0000-0000-0040,25.96,Americano
14/12/2024,4:30:50 PM,card,ANON-0000-0000-0040,25.96,Americano
14/12/2024,5:00:16 PM,card,ANON-0000-0000-1003,25.96,Americano
14/12/2024,5:01:29 PM,card,ANON-0000-0000-1003,25.96,Americano
14/12/2024,6:23:44 PM,card,ANON-0000-0000-1009,30.86,Americano with Milk
15/12/2024,11:09:25 AM,card,ANON-0000-0000-0570,35.76,Latte
15/12/2024,11:10:26 AM,card,ANON-0000-0000-0570,35.76,Cocoa
15/12/2024,5:58:05 PM,card,ANON-0000-0000-0798,35.76,Hot Chocolate
16/12/2024,7:52:18 AM,card,ANON-0000-0000-0570,35.76,Latte
16/12/2024,8:03:31 AM,card,ANON-0000-0000-1010,35.76,Hot Chocolate
16/12/2024,8:46:54 AM,card,ANON-0000-0000-0714,35.76,Cocoa
16/12/2024,12:19:08 PM,card,ANON-0000-0000-1011,30.86,Americano with Milk
16/12/2024,1:08:53 PM,card,ANON-0000-0000-0886,35.76,Latte
16/12/2024,2:13:18 PM,card,ANON-0000-0000-0896,35.76,Hot Chocolate
16/12/2024,6:23:07 PM,card,ANON-0000-0000-0012,35.76,Latte
16/12/2024,6:24:01 PM,card,ANON-0000-0000-0012,30.86,Americano with Milk
17/12/2024,8:48:18 AM,card,ANON-0000-0000-1012,25.96,Cortado
17/12/2024,8:52:33 AM,card,ANON-0000-0000-1013,35.76,Cappuccino
17/12/2024,10:49:06 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
17/12/2024,4:22:35 PM,card,ANON-0000-0000-1014,25.96,Americano
17/12/2024,4:23:37 PM,card,ANON-0000-0000-1014,35.76,Cocoa
17/12/2024,5:14:22 PM,card,ANON-0000-0000-0664,35.76,Cappuccino
17/12/2024,6:54:57 PM,card,ANON-0000-0000-0907,35.76,Cocoa
18/12/2024,9:30:28 AM,card,ANON-0000-0000-1015,35.76,Latte
18/12/2024,10:01:21 AM,card,ANON-0000-0000-1016,30.86,Americano with Milk
18/12/2024,10:03:02 AM,card,ANON-0000-0000-1016,35.76,Latte
18/12/2024,10:04:03 AM,card,ANON-0000-0000-1016,35.76,Cappuccino
19/12/2024,10:12:11 AM,card,ANON-0000-0000-1017,35.76,Hot Chocolate
19/12/2024,11:25:44 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
19/12/2024,12:10:52 PM,card,ANON-0000-0000-1018,21.06,Espresso
19/12/2024,1:38:57 PM,card,ANON-0000-0000-1019,35.76,Hot Chocolate
19/12/2024,7:00:56 PM,card,ANON-0000-0000-0206,35.76,Cappuccino
19/12/2024,7:10:41 PM,card,ANON-0000-0000-0040,35.76,Cappuccino
19/12/2024,7:48:18 PM,card,ANON-0000-0000-1020,30.86,Americano with Milk
19/12/2024,7:49:43 PM,card,ANON-0000-0000-1020,35.76,Hot Chocolate
19/12/2024,9:08:12 PM,card,ANON-0000-0000-1021,35.76,Latte
19/12/2024,9:09:16 PM,card,ANON-0000-0000-1021,35.76,Cappuccino
20/12/2024,8:14:52 AM,card,ANON-0000-0000-0141,25.96,Cortado
20/12/2024,9:39:30 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
20/12/2024,10:12:43 AM,card,ANON-0000-0000-1022,35.76,Cappuccino
20/12/2024,10:55:29 AM,card,ANON-0000-0000-0141,25.96,Cortado
20/12/2024,12:21:17 PM,card,ANON-0000-0000-0819,21.06,Espresso
20/12/2024,12:22:49 PM,card,ANON-0000-0000-0819,30.86,Americano with Milk
20/12/2024,2:58:20 PM,card,ANON-0000-0000-1023,25.96,Cortado
20/12/2024,6:28:22 PM,card,ANON-0000-0000-1024,35.76,Cappuccino
20/12/2024,6:57:13 PM,card,ANON-0000-0000-0206,35.76,Cappuccino
21/12/2024,10:19:24 AM,card,ANON-0000-0000-1025,35.76,Cappuccino
21/12/2024,10:20:41 AM,card,ANON-0000-0000-1025,35.76,Latte
21/12/2024,10:32:03 AM,card,ANON-0000-0000-1026,25.96,Americano
21/12/2024,3:33:04 PM,card,ANON-0000-0000-0507,35.76,Hot Chocolate
21/12/2024,3:33:50 PM,card,ANON-0000-0000-0507,35.76,Latte
21/12/2024,3:35:29 PM,card,ANON-0000-0000-0842,30.86,Americano with Milk
21/12/2024,3:58:07 PM,card,ANON-0000-0000-1027,35.76,Latte
21/12/2024,5:47:28 PM,card,ANON-0000-0000-1020,35.76,Cocoa
21/12/2024,6:02:37 PM,card,ANON-0000-0000-1028,35.76,Hot Chocolate
21/12/2024,6:08:17 PM,card,ANON-0000-0000-1029,25.96,Cortado
21/12/2024,7:48:13 PM,card,ANON-0000-0000-1030,30.86,Americano with Milk
21/12/2024,7:49:46 PM,card,ANON-0000-0000-1030,25.96,Cortado
21/12/2024,9:49:47 PM,card,ANON-0000-0000-1029,25.96,Cortado
21/12/2024,9:58:49 PM,card,ANON-0000-0000-1031,35.76,Latte
21/12/2024,10:16:14 PM,card,ANON-0000-0000-1029,25.96,Cortado
22/12/2024,10:42:56 AM,card,ANON-0000-0000-0333,35.76,Cappuccino
22/12/2024,6:55:45 PM,card,ANON-0000-0000-0206,35.76,Cappuccino
22/12/2024,7:35:46 PM,card,ANON-0000-0000-1032,35.76,Hot Chocolate
22/12/2024,7:36:30 PM,card,ANON-0000-0000-1032,35.76,Hot Chocolate
22/12/2024,8:26:37 PM,card,ANON-0000-0000-0636,35.76,Hot Chocolate
22/12/2024,9:55:19 PM,card,ANON-0000-0000-1033,35.76,Cocoa
22/12/2024,9:56:56 PM,card,ANON-0000-0000-1034,25.96,Cortado
23/12/2024,9:03:21 AM,card,ANON-0000-0000-1029,25.96,Cortado
23/12/2024,9:22:18 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
23/12/2024,10:42:03 AM,card,ANON-0000-0000-0042,30.86,Americano with Milk
23/12/2024,11:35:54 AM,card,ANON-0000-0000-0570,35.76,Cappuccino
23/12/2024,2:05:32 PM,card,ANON-0000-0000-1035,35.76,Latte
23/12/2024,3:00:24 PM,card,ANON-0000-0000-1036,30.86,Americano with Milk
23/12/2024,4:14:50 PM,card,ANON-0000-0000-0906,35.76,Latte
23/12/2024,5:21:20 PM,card,ANON-0000-0000-1037,25.96,Cortado
23/12/2024,5:22:40 PM,card,ANON-0000-0000-1037,35.76,Latte
23/12/2024,8:46:07 PM,card,ANON-0000-0000-1029,25.96,Cortado
24/12/2024,3:10:43 PM,card,ANON-0000-0000-1038,30.86,Americano with Milk
24/12/2024,4:08:38 PM,card,ANON-0000-0000-1039,35.76,Hot Chocolate
24/12/2024,5:55:29 PM,card,ANON-0000-0000-1029,25.96,Cortado
24/12/2024,7:10:36 PM,card,ANON-0000-0000-1039,35.76,Hot Chocolate
24/12/2024,7:11:37 PM,card,ANON-0000-0000-1040,35.76,Latte
24/12/2024,7:12:35 PM,card,ANON-0000-0000-1039,21.06,Espresso
24/12/2024,7:36:02 PM,card,ANON-0000-0000-0097,35.76,Cappuccino
25/12/2024,10:43:57 AM,card,ANON-0000-0000-1041,35.76,Latte
25/12/2024,10:45:02 AM,card,ANON-0000-0000-1041,35.76,Latte
25/12/2024,12:35:03 PM,card,ANON-0000-0000-1042,30.86,Americano with Milk
25/12/2024,12:36:00 PM,card,ANON-0000-0000-1042,25.96,Americano
25/12/2024,1:17:11 PM,card,ANON-0000-0000-1043,30.86,Americano with Milk
25/12/2024,1:32:48 PM,card,ANON-0000-0000-1044,25.96,Americano
25/12/2024,8:02:40 PM,card,ANON-0000-0000-0097,35.76,Cappuccino
25/12/2024,9:18:50 PM,card,ANON-0000-0000-1045,35.76,Cocoa
25/12/2024,9:19:42 PM,card,ANON-0000-0000-1045,35.76,Cocoa
25/12/2024,9:57:30 PM,card,ANON-0000-0000-1046,35.76,Latte
25/12/2024,10:51:03 PM,card,ANON-0000-0000-0154,35.76,Cappuccino
25/12/2024,10:53:06 PM,card,ANON-0000-0000-0154,30.86,Americano with Milk
26/12/2024,1:12:38 PM,card,ANON-0000-0000-1047,35.76,Cappuccino
26/12/2024,3:04:34 PM,card,ANON-0000-0000-1048,21.06,Espresso
27/12/2024,7:50:21 AM,card,ANON-0000-0000-1049,25.96,Americano
27/12/2024,8:57:39 AM,card,ANON-0000-0000-1029,25.96,Cortado
27/12/2024,9:09:55 AM,card,ANON-0000-0000-0141,25.96,Cortado
27/12/2024,10:12:53 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
27/12/2024,5:12:05 PM,card,ANON-0000-0000-1050,35.76,Latte
27/12/2024,7:47:28 PM,card,ANON-0000-0000-1051,25.96,Americano
27/12/2024,7:48:22 PM,card,ANON-0000-0000-1051,30.86,Americano with Milk
27/12/2024,10:54:33 PM,card,ANON-0000-0000-0701,35.76,Cocoa
28/12/2024,9:00:23 AM,card,ANON-0000-0000-1029,25.96,Cortado
28/12/2024,9:50:38 AM,card,ANON-0000-0000-0141,25.96,Cortado
28/12/2024,10:18:44 AM,card,ANON-0000-0000-0727,30.86,Americano with Milk
28/12/2024,10:52:03 AM,card,ANON-0000-0000-0570,35.76,Latte
28/12/2024,2:10:01 PM,card,ANON-0000-0000-1052,35.76,Cappuccino
28/12/2024,2:13:17 PM,card,ANON-0000-0000-1053,35.76,Hot Chocolate
28/12/2024,5:23:40 PM,card,ANON-0000-0000-0507,35.76,Latte
28/12/2024,10:11:02 PM,card,ANON-0000-0000-1054,35.76,Cappuccino
29/12/2024,1:46:16 PM,card,ANON-0000-0000-1029,25.96,Cortado
29/12/2024,3:04:27 PM,card,ANON-0000-0000-1055,21.06,Espresso
29/12/2024,3:05:16 PM,card,ANON-0000-0000-1055,25.96,Americano
29/12/2024,5:30:05 PM,card,ANON-0000-0000-1056,25.96,Cortado
29/12/2024,5:31:47 PM,card,ANON-0000-0000-1057,21.06,Espresso
29/12/2024,7:47:44 PM,card,ANON-0000-0000-1029,25.96,Cortado
29/12/2024,8:25:54 PM,card,ANON-0000-0000-1058,35.76,Hot Chocolate
29/12/2024,9:17:19 PM,card,ANON-0000-0000-0729,35.76,Latte
30/12/2024,9:02:44 AM,card,ANON-0000-0000-1029,25.96,Cortado
30/12/2024,9:44:12 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
30/12/2024,1:52:31 PM,card,ANON-0000-0000-1059,35.76,Latte
30/12/2024,1:53:39 PM,card,ANON-0000-0000-1059,35.76,Hot Chocolate
30/12/2024,3:12:45 PM,card,ANON-0000-0000-0920,35.76,Latte
30/12/2024,3:13:39 PM,card,ANON-0000-0000-0920,30.86,Americano with Milk
30/12/2024,4:29:54 PM,card,ANON-0000-0000-1003,30.86,Americano with Milk
30/12/2024,4:31:29 PM,card,ANON-0000-0000-1060,25.96,Americano
30/12/2024,4:36:46 PM,card,ANON-0000-0000-0886,35.76,Cappuccino
31/12/2024,8:52:29 AM,card,ANON-0000-0000-1029,25.96,Cortado
31/12/2024,9:36:50 AM,card,ANON-0000-0000-1034,35.76,Cappuccino
31/12/2024,9:39:41 AM,card,ANON-0000-0000-1034,25.96,Cortado
31/12/2024,9:45:29 AM,card,ANON-0000-0000-1061,35.76,Cocoa
31/12/2024,10:26:53 AM,card,ANON-0000-0000-1062,30.86,Americano with Milk
31/12/2024,10:29:28 AM,card,ANON-0000-0000-1062,30.86,Americano with Milk
31/12/2024,11:11:31 AM,card,ANON-0000-0000-0195,35.76,Cappuccino
31/12/2024,11:12:42 AM,card,ANON-0000-0000-0195,30.86,Americano with Milk
31/12/2024,3:42:14 PM,card,ANON-0000-0000-0012,21.06,Espresso
31/12/2024,3:43:13 PM,card,ANON-0000-0000-0012,25.96,Americano
31/12/2024,4:07:19 PM,card,ANON-0000-0000-1063,35.76,Cappuccino
31/12/2024,5:10:18 PM,card,ANON-0000-0000-0525,35.76,Latte
31/12/2024,5:30:53 PM,card,ANON-0000-0000-1064,30.86,Americano with Milk
31/12/2024,5:31:49 PM,card,ANON-0000-0000-1065,35.76,Cappuccino
31/12/2024,7:07:25 PM,card,ANON-0000-0000-1066,35.76,Latte
31/12/2024,7:08:39 PM,card,ANON-0000-0000-1066,35.76,Hot Chocolate
02/01/2025,9:58:05 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
02/01/2025,1:29:40 PM,card,ANON-0000-0000-1067,35.76,Cocoa
02/01/2025,1:30:39 PM,card,ANON-0000-0000-1067,35.76,Cocoa
02/01/2025,2:41:11 PM,card,ANON-0000-0000-1068,25.96,Cortado
02/01/2025,2:42:46 PM,card,ANON-0000-0000-1068,25.96,Cortado
02/01/2025,4:22:32 PM,card,ANON-0000-0000-1069,25.96,Americano
02/01/2025,4:34:59 PM,card,ANON-0000-0000-0877,35.76,Hot Chocolate
02/01/2025,4:35:44 PM,card,ANON-0000-0000-0877,30.86,Americano with Milk
02/01/2025,5:43:10 PM,card,ANON-0000-0000-0525,35.76,Cappuccino
03/01/2025,9:03:23 AM,card,ANON-0000-0000-1029,25.96,Cortado
03/01/2025,10:10:31 AM,card,ANON-0000-0000-0276,30.86,Americano with Milk
03/01/2025,4:58:09 PM,card,ANON-0000-0000-1070,30.86,Americano with Milk
03/01/2025,10:13:29 PM,card,ANON-0000-0000-0620,35.76,Cappuccino
03/01/2025,10:18:20 PM,card,ANON-0000-0000-1071,25.96,Americano
03/01/2025,10:19:14 PM,card,ANON-0000-0000-1072,25.96,Americano
